,Name,Platform,Genre,Global_Sales
9821,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,Puzzle,0.28
17575,Cabela's Big Game Hunter 2012,X360,Sports,0.28
17573,Surf's Up,DS,Sports,0.28
8429,Just Dance 2017,X360,Music,0.28
17572,Famista '92,NES,Sports,0.28
17571,Triple Play 2000,N64,Sports,0.28
17570,Reel Fishing: Angler's Dream,Wii,Sports,0.28
17569,All Star Cheer Squad,DS,Sports,0.28
17568,Netsu Chu! Pro Yakyuu 2003,PS2,Sports,0.28
17567,Street Hoops,XB,Sports,0.28
17566,NBA 2K12,PSP,Sports,0.28
8428,Just Dance 2015,PS3,Music,0.28
12522,Mass Effect 3,WiiU,Role-Playing,0.28
17564,Disney's Extreme Skate Adventure,GBA,Sports,0.28
12512,Yu-Gi-Oh! Double Pack,GBA,Role-Playing,0.28
6816,Pac-Man Fever,GC,Misc,0.28
6817,Pokemon Box: Ruby and Sapphire,GC,Misc,0.28
6818,Kobitodzukan: Kobito Kansatsu Set,3DS,Misc,0.28
6819,Rhythm Thief & the Emperor's Treasure,3DS,Misc,0.28
6820,Nichibutsu Arcade Classics,SNES,Misc,0.28
12510,Shadow Hearts,PS2,Role-Playing,0.28
12511,Dark Souls II: Scholar of the First Sin,XOne,Role-Playing,0.28
12513,Digimon Adventure: Anode Tamer,WS,Role-Playing,0.28
12521,Etrian Mystery Dungeon,3DS,Role-Playing,0.28
12514,Final Fantasy VI Advance,GBA,Role-Playing,0.28
12515,Tales of the World: Radiant Mythology 3,PSP,Role-Playing,0.28
12516,Wild ARMs 5,PS2,Role-Playing,0.28
12517,Soul Nomad & the World Eaters,PS2,Role-Playing,0.28
12518,Secret of Mana,PS4,Role-Playing,0.28
12519,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,Role-Playing,0.28
12520,Shin Megami Tensei: Strange Journey,DS,Role-Playing,0.28
17565,International Superstar Soccer,SNES,Sports,0.28
9825,Puyo Puyo! 15th Anniversary,DS,Puzzle,0.28
6813,Trivial Pursuit,PS3,Misc,0.28
15636,Harvest Moon DS Cute (US sales),DS,Simulation,0.28
10936,ExciteBots: Trick Racing,Wii,Racing,0.28
10937,Need for Speed: The Run,Wii,Racing,0.28
6812,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,Misc,0.28
17576,NFL Blitz 20-02,PS2,Sports,0.28
19322,Yu-Gi-Oh! World Championship 2008,DS,Strategy,0.28
15635,Baby Pals,DS,Simulation,0.28
3125,How to Train Your Dragon 2,3DS,Action-Adventure,0.28
10934,Corvette,GBA,Racing,0.28
3126,Lego Star Wars: The Force Awakens,3DS,Action-Adventure,0.28
3127,Siren: Blood Curse,PS3,Action-Adventure,0.28
5676,Dragon Ball: Xenoverse,X360,Fighting,0.28
5675,Warpath: Jurassic Park,PS,Fighting,0.28
5674,Virtua Fighter 5 Online,X360,Fighting,0.28
5673,Dead or Alive,PS,Fighting,0.28
10935,F-1 Grand Prix,SNES,Racing,0.28
19321,Lord of Darkness,SNES,Strategy,0.28
10933,Need for Speed: Most Wanted,PC,Racing,0.28
10931,Driver: Parallel Lines,PS2,Racing,0.28
6811,Guitar Hero: Van Halen,Wii,Misc,0.28
6810,WarioWare Gold,3DS,Misc,0.28
6809,Disney Channel: All Star Party,Wii,Misc,0.28
6808,Junior Brain Trainer 2,DS,Misc,0.28
6807,SingStar Country,PS2,Misc,0.28
10927,VMX Racing,PS,Racing,0.28
10928,R: Racing Evolution,PS2,Racing,0.28
10929,ATV Quad Power Racing 2,GC,Racing,0.28
10930,MX SuperFly featuring Ricky Carmichael,PS2,Racing,0.28
10926,Monster 4x4: Masters of Metal,PS2,Racing,0.28
10932,Need for Speed: Most Wanted (2012),WiiU,Racing,0.28
6826,GRID 2,X360,Misc,0.27
6833,Rock Revolution,PS3,Misc,0.27
6832,Brain Age: Concentration Training,3DS,Misc,0.27
6831,Wipeout 2,X360,Misc,0.27
6830,Monopoly,DS,Misc,0.27
6829,Bridge,2600,Misc,0.27
19326,Command & Conquer,N64,Strategy,0.27
19325,SD Gundam G Generation Portable,PSP,Strategy,0.27
6828,Lightning Returns: Final Fantasy XIII,X360,Misc,0.27
6827,Create,Wii,Misc,0.27
6825,Trivial Pursuit,PS2,Misc,0.27
3133,Shenmue I & II,PS4,Action-Adventure,0.27
6824,Sly Cooper: Thieves in Time,PSV,Misc,0.27
6823,Sengoku Basara 4,PS3,Misc,0.27
6822,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,Misc,0.27
6821,Pinkalicious,DS,Misc,0.27
3134,The Amazing Spider-Man 2 (2014),PS3,Action-Adventure,0.27
6841,My Japanese Coach,DS,Misc,0.27
6842,Sonic X: Game Boy Advance Video Volume 1,GBA,Misc,0.27
19327,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,Strategy,0.27
19328,Plants vs. Zombies,X360,Strategy,0.27
6834,Sesame Street: Cookie's Counting Carnival,DS,Misc,0.27
3132,Robinson: The Journey,PS4,Action-Adventure,0.27
6836,Just Dance Kids 2,Wii,Misc,0.27
6835,Wipeout 2,DS,Misc,0.27
3642,iCarly 2: iJoin The Click!,DS,Adventure,0.27
3643,Evil Dead: Hail to the King,PS,Adventure,0.27
3644,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,Adventure,0.27
3645,Harry Potter and the Order of the Phoenix,PS2,Adventure,0.27
3646,Megamind: The Blue Defender,DS,Adventure,0.27
3647,Minecraft: Story Mode - Season Two,XOne,Adventure,0.27
19330,Duel Masters,PS2,Strategy,0.27
8430,Guitar Hero Live,WiiU,Music,0.27
8431,Hatsune Miku: Project Diva F 2nd,PS3,Music,0.27
19331,Battle of Giants: Mutant Insects,DS,Strategy,0.27
3131,Batman: Arkham Origins Blackgate,3DS,Action-Adventure,0.27
8541,Carnival Games,NS,Party,0.27
6837,Connect Four / Perfection / Trouble,GBA,Misc,0.27
6838,Boogie,DS,Misc,0.27
6839,Reader Rabbit Kindergarten,DS,Misc,0.27
19329,R.U.S.E.,X360,Strategy,0.27
6840,AC/DC LIVE: Rock Band Track Pack,Wii,Misc,0.27
3128,LEGO The Hobbit,XOne,Action-Adventure,0.27
3129,Metal Gear Solid V: Ground Zeroes,XOne,Action-Adventure,0.27
3130,Family Guy: Back to the Multiverse,PS3,Action-Adventure,0.27
3648,The Dog Island,PS2,Adventure,0.27
1060,Shadow of Rome,PS2,Action,0.27
14394,Bravo Team,PS4,Shooter,0.27
12533,Alundra 2: A New Legend Begins,PS,Role-Playing,0.27
17613,Mat Hoffman's Pro BMX,GBA,Sports,0.27
17614,NFL Street 3,PSP,Sports,0.27
17615,Jikkyou Powerful Pro Yakyuu 2,SNES,Sports,0.27
17616,NBA Live 2004,GC,Sports,0.27
17617,MotionSports: Adrenaline,X360,Sports,0.27
17618,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,Sports,0.27
17619,The BIGS,X360,Sports,0.27
17620,Summer Athletics: The Ultimate Challenge (US sales),Wii,Sports,0.27
17621,NBA ShootOut 2001,PS,Sports,0.27
17622,Cabela's Big Game Hunter 2010,X360,Sports,0.27
17623,Knockout Kings 2002,XB,Sports,0.27
17624,MLB 09: The Show,PSP,Sports,0.27
17625,NBA 07,PS3,Sports,0.27
12538,Atelier Ayesha: The Alchemist of Dusk,PS3,Role-Playing,0.27
12537,The World Ends with You: Final Remix,NS,Role-Playing,0.27
12536,Suikoden Tierkreis,DS,Role-Playing,0.27
12535,Jade Cocoon: Story of the Tamamayu,PS,Role-Playing,0.27
17612,NBA Jam 99,N64,Sports,0.27
17611,NBA In The Zone '98,N64,Sports,0.27
17610,Jikkyou Powerful Pro Yakyuu 5,N64,Sports,0.27
17600,Athens 2004,PS2,Sports,0.27
17592,Pro Evolution Soccer 2017,PS3,Sports,0.27
17593,Q-Ball: Billiards Master,PS2,Sports,0.27
17594,NBA Live 14,PS4,Sports,0.27
17595,Pro Evolution Soccer 2013,PSP,Sports,0.27
17596,Remington Super Slam Hunting: Africa,Wii,Sports,0.27
17598,Burstrick: Wake Boarding!!,PS,Sports,0.27
17599,Dave Mirra Freestyle BMX: Maximum Remix,PS,Sports,0.27
17601,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,Sports,0.27
17609,NHL 2002,XB,Sports,0.27
17602,Sydney 2000,PS,Sports,0.27
17603,Rapala Pro Bass Fishing 2010,PS3,Sports,0.27
17604,Slam Dunk: Yonkyo Taiketsu!!,SNES,Sports,0.27
17605,NHL 07,X360,Sports,0.27
17606,NHL 2K11,Wii,Sports,0.27
17607,Tiger Woods PGA Tour 07,PSP,Sports,0.27
17608,Punch-Out!!,VC,Sports,0.27
12534,The Snack World: TreJarers,3DS,Role-Playing,0.27
12532,Magical Vacation,GBA,Role-Playing,0.27
10938,Hot Wheels: Track Attack,DS,Racing,0.27
12531,Dragon Age Origins: Awakening,PS3,Role-Playing,0.27
1057,G-Force,PS2,Action,0.27
1056,Flag Capture,2600,Action,0.27
1055,Resident Evil: Revelations Collection,NS,Action,0.27
1054,Rocky: Legends,PS2,Action,0.27
1053,Shadows of the Damned,PS3,Action,0.27
1052,Transformers: Cybertron Adventures,Wii,Action,0.27
1051,Iron Man 2,X360,Action,0.27
1050,Dead Rising 2: Off the Record,X360,Action,0.27
1049,Tiny Toon Adventures: Plucky's Big Adventure,PS,Action,0.27
1048,Dynasty Warriors,PS,Action,0.27
1047,Resident Evil 2: Dual Shock Edition,PS,Action,0.27
1046,Tomb Raider: Legend (Weekly American and JP sales),X360,Action,0.27
1045,Assassin's Creed The Ezio Collection,XOne,Action,0.27
1044,Mr. Do!,2600,Action,0.27
17629,Gallop Racer 2: One and Only Road to Victory,PS,Sports,0.27
17628,ESPN NBA Basketball,XB,Sports,0.27
17627,And1 Streetball,PS2,Sports,0.27
1058,Shadow Man,N64,Action,0.27
1059,Beyblade: Metal Masters,DS,Action,0.27
17626,Jikkyou Powerful Pro Yakyuu 2010,PS3,Sports,0.27
12523,Final Fantasy X International,PS2,Role-Playing,0.27
12530,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Role-Playing,0.27
12529,Medarot 3: Kabuto / Kuwagata Version,GB,Role-Playing,0.27
12528,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,Role-Playing,0.27
12527,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,Role-Playing,0.27
12526,Final Fantasy XI: Ultimate Collection,X360,Role-Playing,0.27
12525,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,0.27
12524,Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,0.27
1069,Friday the 13th: The Game,XOne,Action,0.27
1061,Fantastic 4,XB,Action,0.27
1068,Operation Armored Liberty,GBA,Action,0.27
1067,One Piece: Pirate Warriors 3,PS3,Action,0.27
1066,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Action,0.27
1065,Assassin's Creed: Altair's Chronicles,DS,Action,0.27
1064,Fate/Extella: The Umbral Star,PS4,Action,0.27
1063,Scooby-Doo! and the Spooky Swamp,PS2,Action,0.27
1062,LEGO Jurassic World,PSV,Action,0.27
17591,Cabela's Trophy Bucks,PS2,Sports,0.27
17597,NHL Hitz 20-02,XB,Sports,0.27
10939,Motocross Maniacs Advance,GBA,Racing,0.27
5677,Tao Feng: Fist of the Lotus,XB,Fighting,0.27
9074,Disney's Chicken Little,GC,Platform,0.27
9075,Ty the Tasmanian Tiger,GC,Platform,0.27
9076,Skylanders SWAP Force,3DS,Platform,0.27
9077,Despicable Me: The Game,Wii,Platform,0.27
9078,Skylanders Imaginators,XOne,Platform,0.27
9079,Puppeteer,PS3,Platform,0.27
10955,Need for Speed: Most Wanted,DS,Racing,0.27
10954,Initial D: Special Stage,PS2,Racing,0.27
10953,Superbike 2000,PS,Racing,0.27
10952,NASCAR Thunder 2003,XB,Racing,0.27
10951,XGIII: Extreme G Racing,PS2,Racing,0.27
10950,MotoGP,PS2,Racing,0.27
10949,F1 Race Stars,X360,Racing,0.27
10948,Stuntman: Ignition,PS2,Racing,0.27
9826,M&M's Blast!,GBA,Puzzle,0.27
9073,Over the Hedge,GBA,Platform,0.27
5678,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,Fighting,0.27
9828,Pac-Pix,DS,Puzzle,0.27
5679,Dragon Ball Z: Budokai 2,GC,Fighting,0.27
14396,The Club,X360,Shooter,0.27
14397,BloodRayne 2,PS2,Shooter,0.27
14398,Gun,X360,Shooter,0.27
14399,Killing Floor 2,PS4,Shooter,0.27
14400,Reign of Fire,PS2,Shooter,0.27
14401,Call of Juarez: The Cartel,X360,Shooter,0.27
14402,The Bureau: XCOM Declassified,PS3,Shooter,0.27
14403,Final Doom,PS,Shooter,0.27
14404,Section 8,X360,Shooter,0.27
5685,InuYasha: Feudal Combat,PS2,Fighting,0.27
5684,Battle Arena Toshinden 3,PS,Fighting,0.27
5683,Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,0.27
5682,WWE Road to WrestleMania X8,GBA,Fighting,0.27
5681,Bishoujo Senshi Sailormoon R,SNES,Fighting,0.27
5680,Dragon Ball GT: Final Bout,PS,Fighting,0.27
9827,Angry Birds: Star Wars,Wii,Puzzle,0.27
9080,Ratatouille,X360,Platform,0.27
9829,Ratatouille: Food Frenzy,DS,Puzzle,0.27
15648,Gunship,PS,Simulation,0.27
10940,Indy 500,2600,Racing,0.27
10941,Pro Race Driver,PS2,Racing,0.27
15654,Aikatsu! 2-nin no My Princess,3DS,Simulation,0.27
9830,Super Nazo Puyo: Ruruu no Ruu,SNES,Puzzle,0.27
15653,America's Test Kitchen: Let's Get Cooking,DS,Simulation,0.27
15652,Jurassic Park: Operation Genesis,PS2,Simulation,0.27
15651,Littlest Pet Shop: Beach Friends,DS,Simulation,0.27
15650,The Sims 2: Pets,GC,Simulation,0.27
15649,Thoroughbred Breeder II,SNES,Simulation,0.27
14395,Beamrider,2600,Shooter,0.27
10945,Wave Rally,PS2,Racing,0.27
10942,NickToons Racing,GBA,Racing,0.27
9832,Are You Smarter than a 5th Grader? Game Time,Wii,Puzzle,0.27
9831,Super Collapse! 3,DS,Puzzle,0.27
10946,NASCAR 06: Total Team Control,XB,Racing,0.27
10944,RalliSport Challenge 2,XB,Racing,0.27
10943,NASCAR 2011: The Game,PS3,Racing,0.27
10947,Driveclub VR,PS4,Racing,0.27
19337,RollerCoaster Tycoon 3,PC,Strategy,0.26
12556,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,Role-Playing,0.26
5690,Samurai Warriors 4,PS3,Fighting,0.26
5689,Naruto: Ultimate Ninja Heroes,PSP,Fighting,0.26
5688,Tom and Jerry in War of the Whiskers,PS2,Fighting,0.26
5687,Punch-Out!!,Wii,Fighting,0.26
5686,Ultimate Marvel vs. Capcom 3,PS4,Fighting,0.26
12549,Final Fantasy V Advance,GBA,Role-Playing,0.26
12548,Stella Glow,3DS,Role-Playing,0.26
19336,SD Gundam G Generation: Cross Drive,DS,Strategy,0.26
12547,Phantasy Star Universe: Ambition of the Illuminus,PS2,Role-Playing,0.26
12546,Tales of Innocence,DS,Role-Playing,0.26
12545,Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,3DS,Role-Playing,0.26
12544,Shin Megami Tensei: Devil Survivor,DS,Role-Playing,0.26
12557,Doukyuusei if,SAT,Role-Playing,0.26
12558,Baldur's Gate: Dark Alliance II,XB,Role-Playing,0.26
3135,ReCore,XOne,Action-Adventure,0.26
5691,Gundam Battle Universe,PSP,Fighting,0.26
5692,X-Men vs. Street Fighter,SAT,Fighting,0.26
5693,King of Fighters: Maximum Impact,PS2,Fighting,0.26
5694,Marvel Super Heroes vs. Street Fighter,PS,Fighting,0.26
19334,R.U.S.E.,PC,Strategy,0.26
17630,All-Pro Football 2K8,X360,Sports,0.26
19339,Super Robot Taisen R,GBA,Strategy,0.26
5695,My Hero One's Justice,NS,Fighting,0.26
19338,Fire Emblem: Thracia 776,SNES,Strategy,0.26
12550,Sword Art Online: Hollow Realization,PSV,Role-Playing,0.26
12551,The Legend of Heroes: Trails of Cold Steel II,PSV,Role-Playing,0.26
12552,Dungeons & Dragons Heroes,XB,Role-Playing,0.26
12553,Legaia 2: Duel Saga,PS2,Role-Playing,0.26
12554,Kingdom Hearts II: Final Mix +,PS2,Role-Playing,0.26
12555,"What Did I Do to Deserve This, My Lord!? 2",PSP,Role-Playing,0.26
19335,Battlestations: Midway,X360,Strategy,0.26
10958,Need for Speed: Most Wanted,GBA,Racing,0.26
17647,RealSports Football,2600,Sports,0.26
19333,Tropico 4,PC,Strategy,0.26
19332,Total War: Attila,PC,Strategy,0.26
10956,Virtua Racing,GEN,Racing,0.26
10957,Ford Racing 3,PS2,Racing,0.26
12559,Game of Thrones,X360,Role-Playing,0.26
10966,MTX Mototrax,PS2,Racing,0.26
10965,ATV: Quad Power Racing,GBA,Racing,0.26
10964,Sega Rally Revo,PSP,Racing,0.26
10963,Choro Q3,PS,Racing,0.26
10962,Crash Nitro Kart,GC,Racing,0.26
10961,McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,0.26
10960,Riding Spirits,PS2,Racing,0.26
12539,Tales of Eternia,PSP,Role-Playing,0.26
12540,Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,0.26
12541,Etrian Odyssey: Millennium Girl,3DS,Role-Playing,0.26
12542,Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,0.26
12543,King's Field II,PS,Role-Playing,0.26
17648,Tiger Woods PGA Tour 10,PS2,Sports,0.26
17631,FIFA 18,X360,Sports,0.26
10967,Formula One 2001,PS2,Racing,0.26
17640,Power Pro Kun Pocket 5,GBA,Sports,0.26
10959,Asphalt: Injection,PSV,Racing,0.26
17646,Outlaw Volleyball,XB,Sports,0.26
17645,Don King Boxing,Wii,Sports,0.26
17644,FIFA 14,3DS,Sports,0.26
17643,Evolution Skateboarding,PS2,Sports,0.26
17642,Summer Sports 2: Island Sports Party,Wii,Sports,0.26
17639,Major League Baseball 2K9,Wii,Sports,0.26
17632,Jikkyou Powerful Pro Yakyuu 2013,PS3,Sports,0.26
17638,Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,0.26
17637,Inazuma Eleven Strikers,Wii,Sports,0.26
17636,Major League Baseball 2K10,Wii,Sports,0.26
17635,MLB SlugFest 2006,PS2,Sports,0.26
17634,NCAA Gamebreaker,PS,Sports,0.26
17633,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Sports,0.26
17641,NCAA March Madness 08,PS2,Sports,0.26
1077,Rugrats: I Gotta Go Party,GBA,Action,0.26
17649,Tony Hawk: Shred,X360,Sports,0.26
3656,Yakuza Zero: The Place of Oath,PS3,Adventure,0.26
3654,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,Adventure,0.26
9833,Angry Birds Trilogy,X360,Puzzle,0.26
9834,TouchMaster 3(Others sales),DS,Puzzle,0.26
9835,Polarium,DS,Puzzle,0.26
3653,Konjiki no Gashbell!! Makai no Bookmark,GBA,Adventure,0.26
3652,Yakuza: Ishin,PS3,Adventure,0.26
3651,Ace Attorney Investigations 2,DS,Adventure,0.26
15655,Fish Tycoon,DS,Simulation,0.26
15656,A.C.E.: Another Century's Episode R,PS3,Simulation,0.26
15657,Petz: Horsez 2,PS2,Simulation,0.26
15658,Love Plus,DS,Simulation,0.26
15659,Star Trek: Invasion,PS,Simulation,0.26
15660,Bratz: The Movie,Wii,Simulation,0.26
15661,Petz: Crazy Monkeyz,Wii,Simulation,0.26
15662,Star Wars Episode I: Battle for Naboo,N64,Simulation,0.26
15663,Armored Core: Nexus,PS2,Simulation,0.26
15664,Imagine: Fashion Party,Wii,Simulation,0.26
17650,J-League Pro Soccer Club wo Tsukurou!,SAT,Sports,0.26
15666,Littlest Pet Shop: Friends,Wii,Simulation,0.26
15667,Jurassic World Evolution,XOne,Simulation,0.26
15668,A.C.E.: Another Century's Episode,PS2,Simulation,0.26
15669,We Cheer 2,Wii,Simulation,0.26
15670,Armored Core: Master of Arena,PS,Simulation,0.26
3655,Batman: Vengeance,GC,Adventure,0.26
3657,Bratz Ponyz 2,DS,Adventure,0.26
15672,Zoo Resort 3D,3DS,Simulation,0.26
3658,Drakan: The Ancients' Gates,PS2,Adventure,0.26
14405,The House of the Dead 2,DC,Shooter,0.26
14406,Panzer Dragoon Orta,XB,Shooter,0.26
14407,NPPL Championship Paintball 2009,PS2,Shooter,0.26
14408,Star Wars: Bounty Hunter,GC,Shooter,0.26
14409,Call of Duty: Modern Warfare 3: Defiance,DS,Shooter,0.26
14410,Armorines: Project S.W.A.R.M.,N64,Shooter,0.26
14411,Duke Nukem: Zero Hour,N64,Shooter,0.26
14412,Army of Two: The Devil's Cartel,X360,Shooter,0.26
14413,Resident Evil: Revelations,X360,Shooter,0.26
14414,Legendary,X360,Shooter,0.26
14415,Desert Falcon,2600,Shooter,0.26
14416,Reload: Target Down,Wii,Shooter,0.26
9081,Tomba!,PS,Platform,0.26
9082,Hey Arnold! The Movie,GBA,Platform,0.26
9083,Mega Man Legacy Collection,3DS,Platform,0.26
9084,Rayman DS,DS,Platform,0.26
9085,Lemony Snicket's A Series of Unfortunate Events,GC,Platform,0.26
9086,Bionicle: Matoran Adventures,GBA,Platform,0.26
9087,Castlevania: Harmony of Dissonance,GBA,Platform,0.26
9088,Monsters vs. Aliens,Wii,Platform,0.26
3661,Pirates of the Caribbean: Dead Man's Chest,DS,Adventure,0.26
3660,Tomb Raider: Underworld (Others sales),PS2,Adventure,0.26
3659,Nancy Drew: The Mystery of the Clue Bender Society,DS,Adventure,0.26
15671,A.C.E.: Another Century's Episode 3: The Final,PS2,Simulation,0.26
15665,Babysitting Mania,DS,Simulation,0.26
3650,Bolt,PS2,Adventure,0.26
1075,Superman Returns,X360,Action,0.26
1070,Asura's Wrath,X360,Action,0.26
1084,Sengoku Basara: Battle Heroes,PSP,Action,0.26
1083,Dishonored 2,PC,Action,0.26
1082,Spider-Man: Web of Shadows,PS3,Action,0.26
1081,Assassin's Creed Syndicate,PC,Action,0.26
3649,The Adventures of Tintin: The Game,PS3,Adventure,0.26
1080,Dynasty Warriors 7: Xtreme Legends,PS3,Action,0.26
1079,Sengoku Basara 2,PS2,Action,0.26
1078,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,0.26
1076,Deadly Premonition,X360,Action,0.26
1074,Ninja Gaiden Sigma Plus,PSV,Action,0.26
1087,The Penguins of Madagascar,DS,Action,0.26
1073,Rune: Viking Warlord,PS2,Action,0.26
17651,Madden NFL 08,DS,Sports,0.26
17652,Jikkyou Powerful Pro Baseball 2018,PS4,Sports,0.26
17653,Backyard NFL Football,GC,Sports,0.26
17654,All-Star Baseball 2003,XB,Sports,0.26
17655,NHL Rock the Rink,PS,Sports,0.26
17656,NBA ShootOut 2004,PS2,Sports,0.26
17657,Madden NFL 2005,DS,Sports,0.26
17658,MVP Baseball 2004,GC,Sports,0.26
1072,The Incredible Hulk,X360,Action,0.26
1086,Classic NES Series: Bomberman,GBA,Action,0.26
1085,Nightmare Creatures,N64,Action,0.26
1088,Resident Evil: Deadly Silence,DS,Action,0.26
6857,Disney Sing It: Pop Hits,PS3,Misc,0.26
1095,Indiana Jones and the Staff of Kings,PSP,Action,0.26
1094,Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,0.26
1093,Tokyo Jungle,PS3,Action,0.26
1092,Tom Clancy's Splinter Cell: Double Agent,PS3,Action,0.26
1091,Dynasty Warriors Next,PSV,Action,0.26
1090,Oddworld: Stranger's Wrath,XB,Action,0.26
1089,Frogger's Journey: The Forgotten Relic,GBA,Action,0.26
6843,Lowrider,PS2,Misc,0.26
6844,Gundam Breaker,PS3,Misc,0.26
6845,Family Feud: 2010 Edition,DS,Misc,0.26
6846,DS Bungaku Zenshuu,DS,Misc,0.26
6847,TV Superstars,PS3,Misc,0.26
6848,Scene It? Twilight,Wii,Misc,0.26
6849,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,Misc,0.26
6850,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Misc,0.26
6851,Bust A Groove 2,PS,Misc,0.26
6852,Hatsune Miku: Project Diva,PSP,Misc,0.26
6853,Metroid Prime Pinball,DS,Misc,0.26
6854,Ben 10 Triple Pack,DS,Misc,0.26
6855,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,Misc,0.26
6856,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,Misc,0.26
1071,The Incredible Hulk,PS3,Action,0.26
10989,Choro Q2,PS,Racing,0.25
10990,Classic NES Series: Excitebike,GBA,Racing,0.25
10988,Cars: Mater-National Championship,PS2,Racing,0.25
10987,WRC: World Rally Championship,PS2,Racing,0.25
3664,L.A. Noire: The Complete Edition,PC,Adventure,0.25
3673,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,Adventure,0.25
3672,Bolt,X360,Adventure,0.25
3671,Sentimental Graffiti,SAT,Adventure,0.25
3670,The Backyardigans,DS,Adventure,0.25
3669,The Mummy: Tomb of the Dragon Emperor,PS2,Adventure,0.25
3668,Danganronpa V3: Killing Harmony,PS4,Adventure,0.25
3667,Up,PS3,Adventure,0.25
3666,Prison Break: The Conspiracy,PS3,Adventure,0.25
3665,Happy Feet,GC,Adventure,0.25
10985,Dreamworks Madagascar Kartz,X360,Racing,0.25
3663,L.A. Noire,XOne,Adventure,0.25
3662,Bomberman Generation,GC,Adventure,0.25
10986,F1 2000,PS,Racing,0.25
19344,Dune 2000,PS,Strategy,0.25
10984,Monster Jam: Path of Destruction,PS3,Racing,0.25
9837,Scrabble,DS,Puzzle,0.25
15673,Secret Weapons Over Normandy,XB,Simulation,0.25
15674,Project Runway,Wii,Simulation,0.25
15675,Ace Combat: Assault Horizon Legacy,3DS,Simulation,0.25
15676,Imagine: Ballet Star,DS,Simulation,0.25
15677,Animal Paradise,DS,Simulation,0.25
15678,Silent Hunter 5: Battle of the Atlantic,PC,Simulation,0.25
15679,The Sims 2,XB,Simulation,0.25
15680,Littlest Pet Shop: Country Friends,DS,Simulation,0.25
15681,Armored Core 4,X360,Simulation,0.25
1123,Butt Ugly Martians: B.K.M. Battles,GBA,Action,0.25
1122,Transformers: War for Cybertron -- Autobots,DS,Action,0.25
1121,X-Men Origins: Wolverine,Wii,Action,0.25
1120,Indiana Jones and the Staff of Kings,DS,Action,0.25
1119,Porky's,2600,Action,0.25
