Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;multiplayer;singleplayer;viewconut;likecount;commentcount;videotitle;published
1981;Dave Mirra Freestyle BMX;PS;2000.0;Sports;Acclaim Entertainment;0.91;0.11;0.0;0.03;1.05;;;4183;25;6;Dave Mirra Freestyle BMX 2 GameCube Gameplay;2011-05-21T21:10:33Z
1982;Imagine: Animal Doctor;DS;2007.0;Simulation;Ubisoft;0.45;0.49;0.0;0.11;1.05;;;12750;68;6;Zoo Hospital Nintendo DS Gameplay - Save the Animals;2011-05-21T00:43:30Z
1983;WWE SmackDown vs. Raw 2010;X360;2009.0;Fighting;THQ;0.56;0.38;0.01;0.11;1.05;TRUE;TRUE;300290;1908;574;WWE SVR 2010 Review;2009-10-15T19:40:57Z
1984;Forza Motorsport;XB;2005.0;Racing;Microsoft Game Studios;0.52;0.51;0.0;0.02;1.05;TRUE;TRUE;1244196;11952;1556;Forza Motorsport 7 Review;2017-10-04T07:33:13Z
1985;Sonic the Hedgehog;X360;2006.0;Platform;Sega;0.44;0.49;0.0;0.11;1.05;TRUE;FALSE;581297;14749;1535;Sonic the Hedgehog Review;2020-02-13T06:00:03Z
1986;MySims Agents;Wii;2009.0;Adventure;Electronic Arts;0.62;0.32;0.0;0.1;1.05;FALSE;TRUE;6771;184;20;MySims Agents Nintendo Wii Video - Producer Walkthrough;2011-05-21T00:31:54Z
1987;Monster Rancher 2;PS;1998.0;Simulation;Sony Computer Entertainment;0.19;0.13;0.66;0.07;1.05;TRUE;TRUE;102226;2439;294;Monster Rancher 1 & 2 DX - Official Announcement Trailer;2021-09-03T08:00:02Z
1988;Pokemon Conquest;DS;2012.0;Role-Playing;Nintendo;0.58;0.06;0.37;0.04;1.05;FALSE;TRUE;263720;2689;1194;Pokemon Conquest Review - IGN Video Review;2012-06-20T01:31:59Z
1989;The Simpsons Game;X360;2007.0;Action;Electronic Arts;0.54;0.4;0.0;0.11;1.05;FALSE;TRUE;138852;895;151;The Simpsons Game Xbox 360 Review - Video Review (HD);2011-06-23T10:02:30Z
1990;Guinness World Records: The Videogame;Wii;2008.0;Action;Warner Bros. Interactive Entertainment;0.46;0.47;0.0;0.11;1.04;TRUE;TRUE;38151;930;711;Guinness World Records Crowns Call of Duty as Best Game Series - IGN News;2014-11-11T00:14:52Z
1991;MVP Baseball 2003;PS2;2003.0;Sports;Electronic Arts;0.51;0.4;0.0;0.13;1.04;TRUE;TRUE;2401;5;0;MVP Baseball 2003 PlayStation 2 Gameplay;2011-05-20T02:25:05Z
1992;Legacy of Kain: Soul Reaver;PS;;Action;Eidos Interactive;0.58;0.4;0.0;0.07;1.04;FALSE;TRUE;25490;59;15;Soul Reaver 2: Legacy of Kain  PlayStation 2;2011-05-20T09:31:04Z
1993;Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007.0;Fighting;Atari;0.33;0.37;0.26;0.09;1.04;;;45900;436;177;Dragon Ball Z Budokai Tenkaichi PlayStation 2 Review -;2011-06-23T10:02:30Z
1994;Disney Tangled;DS;2010.0;Action;Disney Interactive Studios;0.58;0.37;0.0;0.09;1.04;;;219065;1541;246;IGN News - Cool Fan Theory Links Frozen to Tangled;2014-03-19T21:02:47Z
1995;Tales of Destiny;PS;1997.0;Role-Playing;Namco Bandai Games;0.09;0.06;0.83;0.07;1.04;TRUE;TRUE;498963;8411;706;Tales of Arise Review;2021-09-13T22:05:22Z
1996;ATV: Quad Power Racing;PS;2000.0;Racing;Acclaim Entertainment;0.58;0.39;0.0;0.07;1.04;TRUE;TRUE;2390;5;1;ATV Quad Power Racing PlayStation Gameplay;2011-05-20T10:39:15Z
1997;Disney Fairies: Tinker Bell and the Lost Treasure;DS;2009.0;Adventure;Disney Interactive Studios;0.57;0.35;0.02;0.1;1.04;TRUE;TRUE;26604;105;20;Disney Fairies: Tinker Bell and the Lost Treasure Nintendo DS Gameplay - Story;2011-05-17T06:48:09Z
1998;Mega Man X4;PS;1996.0;Action;Virgin Interactive;0.45;0.3;0.22;0.07;1.04;FALSE;TRUE;342676;5255;673;Mega Man X Legacy Collection 1 Review;2018-07-23T07:31:15Z
1999;Naruto: Clash of Ninja 2;GC;2003.0;Fighting;Nintendo;0.44;0.12;0.45;0.03;1.04;TRUE;TRUE;4144217;2524;1528;Naruto Shippuden: Clash of Ninja Revolution 3 Review;2009-11-13T01:29:29Z
2000;Dance Dance Revolution SuperNOVA;PS2;2006.0;Simulation;Konami Digital Entertainment;0.87;0.03;0.0;0.14;1.04;TRUE;TRUE;1182;4;1;Dance Dance Revolution Extreme 2 PlayStation 2 Gameplay;2011-06-16T08:56:49Z
2001;Brink;X360;2011.0;Shooter;Bethesda Softworks;0.59;0.35;0.01;0.09;1.04;;;732352;3333;7753;Brink Video Review;2011-05-10T04:11:02Z
2002;F-Zero: Maximum Velocity;GBA;2001.0;Racing;Nintendo;0.39;0.16;0.37;0.12;1.04;TRUE;TRUE;27;0;0;F-Zero: GP Legend Game Boy Gameplay_2003_12_01_2;2011-05-20T00:20:28Z
2003;Bomberman 64;N64;1997.0;Puzzle;Hudson Soft;0.5;0.2;0.31;0.03;1.04;;;238;1;0;Bomberman 64: The Second Attack Nintendo 64;2011-05-20T11:21:30Z
2004;Jeremy McGrath Supercross 98;PS;1998.0;Racing;Acclaim Entertainment;0.91;0.1;0.0;0.03;1.04;TRUE;TRUE;462;2;0;Jeremy McGrath Supercross 2000  Game Boy Gameplay_2000_02_03;2011-05-20T12:03:34Z
2005;LEGO Indiana Jones 2: The Adventure Continues;X360;2009.0;Action;Activision;0.62;0.33;0.0;0.09;1.04;TRUE;TRUE;198371;875;341;LEGO Indy 2 Video Review;2009-11-20T01:26:12Z
2006;Project CARS;PS4;2015.0;Racing;Slightly Mad Studios;0.17;0.69;0.02;0.15;1.04;;;1061927;9300;1189;Project CARS Review;2015-05-11T15:08:18Z
2007;Need for Speed: Most Wanted;XB;2005.0;Racing;Electronic Arts;0.53;0.46;0.0;0.05;1.04;;;1047944;7891;3754;Need For Speed: Most Wanted Video Review - IGN Reviews;2012-10-30T15:55:16Z
2008;Kirby: Mass Attack;DS;2011.0;Platform;Nintendo;0.52;0.06;0.41;0.05;1.04;FALSE;TRUE;72271;414;234;IGN Reviews - Kirby: Mass Attack Game Review;2011-09-17T00:37:53Z
2009;LEGO Marvel Super Heroes;XOne;2013.0;Action;Warner Bros. Interactive Entertainment;0.61;0.34;0.0;0.09;1.04;TRUE;TRUE;789040;7269;1093;IGN Reviews - LEGO Marvel Super Heroes - Review;2013-10-22T19:10:37Z
2010;ZhuZhu Pets;DS;2010.0;Simulation;Activision;0.68;0.27;0.0;0.09;1.04;;;16464;117;67;Petz: Official Bunnyz Bunch Trailer;2011-04-19T20:24:04Z
2011;Tom Clancy's Ghost Recon Advanced Warfighter 2;PS3;2007.0;Shooter;Ubisoft;0.34;0.48;0.02;0.19;1.04;TRUE;TRUE;57243;316;76;Tom Clancy's Ghost Recon Advanced Warfighter 2 Xbox;2011-06-23T10:02:30Z
2012;MotorStorm: Arctic Edge;PSP;2009.0;Racing;Sony Computer Entertainment;0.16;0.58;0.0;0.3;1.04;TRUE;TRUE;4511;49;8;MotorStorm: Arctic Edge PSP Trailer - Racing Trailer;2011-05-20T22:47:54Z
2013;WipEout Pure;PSP;2005.0;Racing;Sony Computer Entertainment;0.47;0.34;0.0;0.22;1.04;TRUE;TRUE;9590;143;15;WipEout Pure Sony PSP Review - Video Review;2011-06-23T10:02:30Z
2014;EA Sports UFC;PS4;2014.0;Sports;Electronic Arts;0.46;0.4;0.01;0.17;1.04;FALSE;TRUE;377180;2867;982;EA Sports UFC - Review;2014-06-21T00:40:34Z
2015;MX vs. ATV Unleashed;PS2;2005.0;Racing;THQ;0.86;0.03;0.0;0.14;1.03;TRUE;TRUE;223;4;0;MX vs. ATV Unleashed Xbox Gameplay_2005_02_23_1;2011-06-23T10:02:30Z
2016;Sonic Unleashed;PS3;2008.0;Platform;Sega;0.56;0.33;0.01;0.14;1.03;FALSE;TRUE;308982;1264;4856;Sonic Unleashed (PS3/X360) Review;2008-12-03T20:38:14Z
2017;Tiger Woods PGA Tour 08;Wii;2007.0;Sports;Electronic Arts;0.94;0.02;0.0;0.08;1.03;TRUE;TRUE;4324;19;3;Tiger Woods PGA Tour Golf 08 Nintendo Wii Review - Video;2011-06-23T10:02:30Z
2018;Rayman Origins;PS3;2011.0;Platform;Ubisoft;0.33;0.51;0.01;0.18;1.03;TRUE;TRUE;436912;3006;2010;IGN Reviews - Rayman Origins Video Review;2011-11-10T00:50:39Z
2019;Epic Mickey 2: The Power of Two;Wii;2012.0;Action;Disney Interactive Studios;0.72;0.23;0.0;0.08;1.03;TRUE;TRUE;249598;1419;481;Epic Mickey 2: The Power of Two Video Review - IGN Reviews;2012-11-17T08:00:59Z
2020;NCAA March Madness 2004;PS2;2003.0;Sports;Electronic Arts;0.5;0.39;0.0;0.13;1.03;TRUE;TRUE;524;0;0;NCAA March Madness 2004 Sports Gameplay_2003_11_17;2011-05-20T00:26:48Z
2021;Donkey Kong Land III;GB;;Platform;Nintendo;0.68;0.31;0.0;0.04;1.03;FALSE;TRUE;4046;68;38;Classic Donkey Kong Games Hit Virtual Console;2015-02-26T20:42:06Z
2022;Bomberman;NES;1985.0;Puzzle;Hudson Soft;0.18;0.0;0.85;0.0;1.03;;;581919;3824;658;Super Bomberman R Review;2017-03-07T13:00:01Z
2023;The Simpsons Game;Wii;2007.0;Action;Electronic Arts;0.45;0.47;0.0;0.11;1.03;FALSE;TRUE;138852;895;151;The Simpsons Game Xbox 360 Review - Video Review (HD);2011-06-23T10:02:30Z
2024;Tomb Raider;PC;1996.0;Action;Eidos Interactive;0.96;0.07;0.0;0.0;1.03;;;1375838;12923;5806;Tomb Raider Review (2013);2013-02-25T15:14:00Z
2025;Rock Band 2;Wii;2008.0;Misc;MTV Games;0.94;0.01;0.0;0.08;1.03;TRUE;TRUE;139656;614;393;Rock Band 2 Review;2008-09-12T23:32:07Z
2026;Street Fighter Alpha 3;PS;1998.0;Fighting;Virgin Interactive;0.38;0.12;0.51;0.02;1.03;;;170;0;0;Street Fighter Alpha 3 PlayStation Gameplay_1998_12_02_2;2011-05-20T13:34:24Z
2027;Bulletstorm;X360;2011.0;Shooter;Electronic Arts;0.61;0.32;0.01;0.08;1.02;TRUE;TRUE;619382;5291;801;Bulletstorm: Full Clip Edition Review;2017-04-06T16:00:08Z
2028;FIFA Soccer 08;Wii;2007.0;Sports;Electronic Arts;0.32;0.59;0.01;0.11;1.02;TRUE;TRUE;851;0;0;FIFA Soccer 08 Nintendo Wii Gameplay - A Decent Effort;2011-06-23T10:02:30Z
2029;Naruto: Clash of Ninja Revolution;Wii;2007.0;Fighting;Tomy Corporation;0.45;0.46;0.0;0.11;1.02;TRUE;TRUE;4144217;2524;1528;Naruto Shippuden: Clash of Ninja Revolution 3 Review;2009-11-13T01:29:29Z
2030;Tom Clancy's Ghost Recon Advanced Warfighter 2;X360;2007.0;Shooter;Ubisoft;0.87;0.05;0.02;0.08;1.02;TRUE;TRUE;57243;316;76;Tom Clancy's Ghost Recon Advanced Warfighter 2 Xbox;2011-06-23T10:02:30Z
2031;ZombiU;WiiU;2012.0;Action;Ubisoft;0.53;0.36;0.05;0.08;1.02;TRUE;TRUE;666973;4017;3857;ZombiU Video Review - IGN Reviews;2012-11-18T17:00:56Z
2032;Shrek 2;GC;2004.0;Platform;Activision;0.73;0.26;0.01;0.03;1.02;;;16227;78;7;Shrek 2 GameCube Gameplay_2004_04_09;2011-06-23T10:02:30Z
2033;Petz: Catz 2;DS;2007.0;Simulation;Ubisoft;0.51;0.4;0.0;0.11;1.02;TRUE;TRUE;13872;48;31;Petz Puppyz & Kittenz  - Gameplay Trailer;2011-08-08T20:27:43Z
2034;Tales of Graces f;PS3;2010.0;Role-Playing;Namco Bandai Games;0.28;0.21;0.45;0.08;1.02;TRUE;TRUE;12073;137;59;Tales of Graces F  - Opening Cinematic;2012-03-20T21:36:29Z
2035;Final Fight 2;SNES;1993.0;Action;Capcom;0.39;0.12;0.49;0.02;1.02;FALSE;TRUE;60536;583;56;Final Fight: Streetwise PlayStation 2 Trailer - Trailer;2011-06-16T08:19:46Z
2036;Wall-E;Wii;2008.0;Platform;THQ;0.51;0.4;0.0;0.11;1.02;;;21777;691;207;Top 5 Fan Voted Pixar Movies - Power Ranking;2020-03-03T23:00:00Z
2037;The Lost World: Jurassic Park;PS;1997.0;Action;Electronic Arts;0.57;0.39;0.0;0.07;1.02;;;53289;774;162;Why Jurassic Park Is the Greatest Dinosaur Movie Ever Made;2015-09-12T16:00:02Z
2038;Ace Combat 6: Fires of Liberation;X360;2007.0;Simulation;Atari;0.69;0.04;0.22;0.06;1.02;TRUE;TRUE;136635;1082;159;Ace Combat 6: Fires of Liberation Xbox 360 Trailer - Up In;2011-06-23T10:02:30Z
2039;Madden NFL 07;XB;2006.0;Sports;Electronic Arts;0.97;0.03;0.0;0.03;1.02;TRUE;TRUE;68367;352;82;Madden NFL 07 Xbox 360 Review - Video Review;2011-05-19T16:35:39Z
2040;Disney Infinity 2.0: Marvel Super Heroes;PS3;2014.0;Action;Disney Interactive Studios;0.44;0.4;0.0;0.17;1.02;TRUE;TRUE;146510;922;259;Disney Infinity: 2.0 Edition - Marvel Super Heroes - Review;2014-09-19T19:09:43Z
2041;Harry Potter and the Prisoner of Azkaban;PS2;2004.0;Action;Electronic Arts;0.5;0.39;0.0;0.13;1.02;;;41881;842;358;Is the Prisoner of Azkaban the Best Harry Potter Film?;2015-12-04T12:00:00Z
2042;Pong: The Next Level;PS;1998.0;Puzzle;Hasbro Interactive;0.56;0.38;0.0;0.07;1.01;TRUE;TRUE;14328;177;161;Pong World - Trailer;2012-12-03T18:58:12Z
2043;Bayonetta 2;WiiU;2014.0;Action;Nintendo;0.34;0.28;0.1;0.3;1.01;TRUE;TRUE;516339;6624;3106;Bayonetta 2 Review;2014-10-13T07:25:20Z
2044;Prince of Persia;X360;2008.0;Action;Ubisoft;0.54;0.35;0.02;0.1;1.01;;;361527;2568;799;Prince of Persia Review;2008-11-26T23:34:24Z
2045;God of War: Ghost of Sparta;PSP;2010.0;Action;Sony Computer Entertainment;0.41;0.36;0.03;0.21;1.01;FALSE;TRUE;331031;2076;824;God of War: Ghost of Sparta: Video Review;2010-10-25T19:08:39Z
2046;Sonic Generations;3DS;2011.0;Platform;Sega;0.44;0.46;0.01;0.09;1.01;TRUE;TRUE;579400;4005;3891;Sonic Generations: IGN Video Review;2011-10-28T22:59:34Z
2047;Ninja Gaiden II;X360;2008.0;Action;Tecmo Koei;0.65;0.22;0.05;0.1;1.01;FALSE;TRUE;216659;1029;480;Ninja Gaiden II Review;2008-08-05T23:02:43Z
2048;NBA Jam Tournament Edition;SNES;1995.0;Sports;Acclaim Entertainment;0.87;0.12;0.0;0.02;1.01;TRUE;TRUE;305673;978;433;NBA Jam: Video Review;2010-10-05T19:11:27Z
2049;Championship Manager 3;PC;2003.0;Sports;Eidos Interactive;0.0;0.93;0.0;0.08;1.01;FALSE;TRUE;474;2;1;Championship Surfer PC Games Gameplay_2000_11_20_1;2011-05-20T10:32:01Z
2050;Guitar Hero: Warriors of Rock;Wii;2010.0;Misc;Activision;0.48;0.44;0.0;0.09;1.01;TRUE;TRUE;68335;342;686;Guitar Hero: Warriors of Rock: Video Review;2010-09-29T16:59:24Z
2051;Oshare Majo Love and Berry: DS Collection;DS;2006.0;Misc;Sega;0.0;0.0;1.01;0.0;1.01;;;;;;;
2052;Monster Rancher;PS;1997.0;Simulation;Tecmo Koei;0.12;0.08;0.74;0.07;1.01;;;102226;2439;294;Monster Rancher 1 & 2 DX - Official Announcement Trailer;2021-09-03T08:00:02Z
2053;The LEGO Movie Videogame;PS3;2014.0;Action;Warner Bros. Interactive Entertainment;0.33;0.48;0.02;0.18;1.01;TRUE;TRUE;232322;2647;307;The LEGO Movie - Review;2014-02-04T18:42:12Z
2054;DiRT 2;PS3;2009.0;Racing;Codemasters;0.27;0.53;0.0;0.2;1.01;TRUE;TRUE;1191924;2372;1174;Dirt 2 Review;2009-09-03T20:19:33Z
2055;Rayman Legends;PS4;2014.0;Platform;Ubisoft;0.21;0.61;0.0;0.18;1.01;TRUE;TRUE;487035;4395;1224;Rayman Legends Video Review;2013-08-26T16:01:18Z
2056;NERF N-Strike Elite;Wii;2009.0;Shooter;Electronic Arts;0.93;0.0;0.0;0.07;1.0;;;16426;54;4;NERF N-Strike Elite Nintendo Wii Trailer - Teaser Trailer;2011-05-20T23:23:23Z
2057;Ford Racing 2;PS2;2003.0;Racing;Empire Interactive;0.49;0.38;0.0;0.13;1.0;TRUE;TRUE;9356;23;3;Ford Bold Moves Street Racing Sony PSP Trailer -;2011-05-19T08:36:28Z
2058;Breath of Fire III;PS;1997.0;Role-Playing;Capcom;0.29;0.19;0.46;0.07;1.0;FALSE;TRUE;31;0;0;Breath of Fire III PlayStation Gameplay - Breath of Fire 3;2011-05-20T12:07:42Z
2059;PES 2009: Pro Evolution Soccer;X360;2008.0;Sports;Konami Digital Entertainment;0.13;0.76;0.03;0.09;1.0;;;41088;739;73;PES 2016 - myClub Legends Trailer;2015-12-09T19:30:00Z
2060;Dead or Alive 2;PS2;2000.0;Fighting;Tecmo Koei;0.3;0.24;0.38;0.08;1.0;;;420053;4582;1084;Dead or Alive 6 Review;2019-03-01T21:42:20Z
2061;1942;NES;1985.0;Shooter;Capcom;0.65;0.14;0.21;0.0;1.0;;;376;7;1;Battlefield 1942: Secret Weapons of World War II PC Games;2011-05-20T01:31:37Z
2062;Excitebike 64;N64;2000.0;Racing;Nintendo;0.65;0.15;0.19;0.01;1.0;TRUE;TRUE;79;0;1;Excitebike 64 Nintendo 64 Gameplay_2000_04_26_4;2011-05-20T11:00:47Z
2063;NES Open Tournament Golf;NES;1991.0;Sports;Nintendo;0.41;0.1;0.47;0.02;1.0;TRUE;FALSE;263;0;0;NES Open Tournament Golf Nintendo Wii Gameplay - Open;2011-06-23T10:02:30Z
2064;Game & Watch Gallery;GB;1997.0;Misc;Nintendo;0.63;0.25;0.09;0.03;1.0;FALSE;TRUE;5434;26;7;Game & Watch Collection Nintendo DS Gameplay;2011-05-19T16:44:01Z
2065;Jissen Pachi-Slot Hisshouhou: Hokuto no Ken;PS2;2004.0;Misc;Sammy Corporation;0.0;0.0;1.0;0.0;1.0;;;413;0;1;Jissen Pachislo Hisshohou! Fist of the North Star Nintendo;2011-05-19T22:32:25Z
2066;SoulCalibur II;XB;2003.0;Fighting;Namco Bandai Games;0.78;0.18;0.03;0.0;1.0;TRUE;TRUE;23748;191;59;Soulcalibur III PlayStation 2 Review - Video Review;2011-06-23T10:02:30Z
2067;Haze;PS3;2008.0;Shooter;Ubisoft;0.49;0.33;0.02;0.15;1.0;;;78801;486;244;Haze PlayStation 3 Review - Video Review;2011-06-23T10:02:30Z
2068;UFC Undisputed 3;X360;2012.0;Action;THQ;0.72;0.21;0.0;0.07;1.0;TRUE;TRUE;323843;2015;770;IGN Reviews - UFC Undisputed 3 - Video Review;2012-02-09T17:00:00Z
2069;Winning Eleven: Pro Evolution Soccer 2007 (All Region sales);X360;2006.0;Sports;Konami Digital Entertainment;0.08;0.9;0.02;0.0;1.0;;;807872;11498;1551;FIFA 22 Review;2021-09-28T00:37:59Z
2070;Road & Track Presents: The Need for Speed;PS;1995.0;Racing;Electronic Arts;0.56;0.38;0.0;0.07;1.0;TRUE;TRUE;28714;362;119;Will the Need for Speed Reboot Capture the Original Essence of the Series? - IGN Plays;2015-05-27T21:00:00Z
2071;NFL GameDay 2001;PS;2000.0;Sports;Sony Computer Entertainment;0.56;0.38;0.0;0.07;1.0;TRUE;TRUE;462;1;0;NFL GameDay 2001 PlayStation Gameplay_2000_08_08_3;2011-05-20T11:23:04Z
2072;Killzone: Mercenary;PSV;2013.0;Shooter;Sony Computer Entertainment Europe;0.25;0.49;0.04;0.22;1.0;TRUE;TRUE;423072;5698;1769;IGN Reviews - Killzone: Mercenary - Video Review;2013-09-05T05:42:23Z
2073;NBA Live 97;PS;1996.0;Sports;Electronic Arts;0.55;0.38;0.0;0.07;1.0;TRUE;TRUE;1581;0;1;NBA Live '97 PlayStation Gameplay - NBA Live 97;2011-05-20T13:56:01Z
2074;Dynasty Warriors 3: Xtreme Legends;PS2;2002.0;Action;Tecmo Koei;0.13;0.1;0.74;0.03;1.0;TRUE;TRUE;205;1;0;Dynasty Warriors 3: Xtreme Legends PlayStation 2;2011-05-20T06:50:50Z
2075;Zoo Tycoon DS;DS;2005.0;Strategy;THQ;0.86;0.04;0.01;0.08;1.0;FALSE;TRUE;33842;95;19;Zoo Tycoon Nintendo DS Gameplay;2011-05-19T20:41:51Z
2076;Rocksmith 2014;PS3;2013.0;Misc;Ubisoft;0.51;0.27;0.05;0.15;1.0;TRUE;TRUE;248240;868;709;IGN Reviews - Rocksmith Game Review;2011-10-22T00:54:08Z
2077;Dead Space 3;PS3;2013.0;Action;Electronic Arts;0.44;0.38;0.0;0.17;1.0;TRUE;TRUE;886899;5968;4365;IGN Reviews - Dead Space 3 Video Review;2013-02-05T14:01:42Z
2078;Wheel of Fortune;Wii;2010.0;Misc;THQ;0.89;0.04;0.0;0.06;1.0;;;162911;3575;605;The Wheel of Time: First 3 Episodes Review;2021-11-16T17:00:36Z
2079;Disney Infinity;PS3;2013.0;Action;Disney Interactive Studios;0.48;0.35;0.0;0.16;1.0;;;356818;2895;768;IGN Reviews - Disney Infinity - Review;2013-08-19T18:34:53Z
2080;Dark Souls;X360;2011.0;Role-Playing;Namco Bandai Games;0.64;0.28;0.0;0.08;1.0;TRUE;TRUE;1544522;9284;6870;Dark Souls Exclusive Review;2011-09-30T19:28:15Z
2081;Puzzler Collection;DS;2008.0;Puzzle;Ubisoft;0.17;0.78;0.0;0.04;1.0;;;3964;6;0;Puzzler Collection Nintendo Wii Gameplay - Crosswords;2011-06-23T10:02:30Z
2082;Jampack Winter 2000;PS;2000.0;Misc;Sony Computer Entertainment;0.55;0.38;0.0;0.07;1.0;;;27;0;0;SSX PlayStation 2 Gameplay_2000_09_13_9;2011-05-20T11:14:53Z
2083;Dead Space 3;X360;2013.0;Action;Electronic Arts;0.64;0.28;0.0;0.08;0.99;TRUE;TRUE;886899;5968;4365;IGN Reviews - Dead Space 3 Video Review;2013-02-05T14:01:42Z
2084;Phoenix Wright: Ace Attorney;DS;2005.0;Adventure;Capcom;0.49;0.07;0.39;0.05;0.99;FALSE;TRUE;181076;2289;421;Phoenix Wright: Ace Attorney Trilogy Review;2019-04-09T07:00:02Z
2085;NFL Fever 2002;XB;2000.0;Sports;Microsoft Game Studios;0.74;0.21;0.0;0.04;0.99;TRUE;TRUE;1187;1;0;NFL Fever 2002 Xbox Gameplay_2001_10_12_1;2011-05-23T06:16:53Z
2086;The Simpsons: Hit & Run;GC;2003.0;Racing;Vivendi Games;0.77;0.2;0.0;0.03;0.99;TRUE;TRUE;121180;2268;266;The Simpsons: Hit & Run in Dreams Is The Weirdest Version Yet;2020-02-25T19:18:22Z
2087;Littlest Pet Shop: Winter;DS;2008.0;Simulation;Electronic Arts;0.59;0.31;0.0;0.1;0.99;;;6427;71;10;My Pet Shop Nintendo DS Trailer - Care Trailer;2011-05-21T00:37:37Z
2088;LEGO Harry Potter: Years 5-7;X360;;Action;Warner Bros. Interactive Entertainment;0.51;0.39;0.0;0.09;0.99;TRUE;TRUE;1086774;2328;798;LEGO Harry Potter: Years 1-4 Review;2010-06-30T00:03:38Z
2089;Tom Clancy's Splinter Cell: Blacklist;X360;2013.0;Action;Ubisoft;0.57;0.34;0.01;0.08;0.99;TRUE;TRUE;1045238;9276;2813;IGN Reviews - Splinter Cell: Blacklist - Review;2013-08-14T15:59:08Z
2090;Ace Combat X: Skies of Deception;PSP;2006.0;Simulation;Namco Bandai Games;0.37;0.31;0.12;0.19;0.99;TRUE;TRUE;54646;390;94;Ace Combat X: Skies of Deception Sony PSP Trailer -;2011-05-19T08:53:43Z
2091;NCAA Football 12;X360;2011.0;Sports;Electronic Arts;0.94;0.0;0.0;0.06;0.99;TRUE;TRUE;244357;1162;584;IGN Reviews - NCAA Football 12 Game Review;2011-07-11T14:29:06Z
2092;LEGO Pirates of the Caribbean: The Video Game;PS3;2011.0;Action;Disney Interactive Studios;0.36;0.46;0.0;0.17;0.99;TRUE;TRUE;267308;1480;538;LEGO Pirates of the Caribbean Video Review;2011-05-10T15:09:42Z
2093;Band Hero;Wii;2009.0;Misc;Activision;0.6;0.3;0.0;0.09;0.99;TRUE;TRUE;232882;2183;526;Rock Band 4 Review;2015-10-05T15:00:00Z
2094;Cars: Race-O-Rama;Wii;2009.0;Racing;THQ;0.61;0.3;0.0;0.09;0.99;;;92117;36;0;Cars Nintendo DS Gameplay_2006_06_08;2011-05-19T18:24:04Z
2095;Oddworld: Abe's Exoddus;PS;1998.0;Platform;GT Interactive;0.55;0.38;0.0;0.06;0.99;TRUE;TRUE;303488;3711;492;Oddworld: Soulstorm Review;2021-04-13T17:34:36Z
2096;EyePet;PS3;2009.0;Simulation;Sony Computer Entertainment;0.35;0.52;0.04;0.09;0.99;FALSE;TRUE;141306;681;645;Sony EyePet Review;2010-09-01T18:36:39Z
2097;Scooby-Doo! First Frights;Wii;2009.0;Action;Warner Bros. Interactive Entertainment;0.88;0.05;0.0;0.07;0.99;TRUE;TRUE;288851;7559;580;Scoob! Review;2020-05-15T07:00:08Z
2098;Midnight Club: LA Remix;PSP;2008.0;Racing;Take-Two Interactive;0.52;0.28;0.0;0.19;0.99;;;223594;1025;696;Midnight Club: Los Angeles Review;2008-10-24T20:45:45Z
2099;The Bouncer;PS2;2000.0;Action;Sony Computer Entertainment;0.3;0.23;0.38;0.08;0.99;;;14;1;0;The Bouncer PlayStation 2 Gameplay_2000_12_23_28;2011-05-20T08:44:18Z
2100;Guitar Hero: Aerosmith;PS3;2008.0;Misc;Activision;0.73;0.15;0.0;0.11;0.99;TRUE;TRUE;82131;248;124;Guitar Hero: Aerosmith Review;2008-12-12T02:49:52Z
2101;WWE SmackDown vs Raw 2008;Wii;2007.0;Fighting;THQ;0.38;0.5;0.0;0.11;0.99;TRUE;TRUE;80607;845;55;WWE SmackDown vs. Raw 2008 PlayStation 3 Trailer -;2011-06-23T10:02:30Z
2102;FIFA Soccer 10;Wii;2009.0;Sports;Electronic Arts;0.23;0.65;0.0;0.11;0.99;TRUE;TRUE;593369;1600;892;FIFA 10 Video Review;2009-10-15T01:01:07Z
2103;Shadow The Hedgehog;GC;2005.0;Platform;Sega;0.76;0.2;0.0;0.03;0.99;;;5125;57;11;Shadow the Hedgehog PlayStation 2 Trailer - Shadow the;2011-06-23T10:02:30Z
2104;Farming Simulator 2013;PC;2012.0;Simulation;Focus Home Interactive;0.0;0.8;0.0;0.18;0.99;TRUE;FALSE;416380;2375;756;Farming Simulator 2013 Launch Trailer;2012-10-24T18:33:38Z
2105;Fallout 3;PC;2008.0;Role-Playing;Bethesda Softworks;0.02;0.88;0.0;0.08;0.99;FALSE;TRUE;1461502;10281;5625;Fallout 3 Review;2008-10-28T22:56:57Z
2106;Cars;DS;2006.0;Racing;THQ;0.85;0.05;0.0;0.08;0.98;;;260134;4309;482;Cars 3 (2017) Movie Review;2017-06-12T16:00:03Z
2107;Pro Evolution Soccer 2008;PSP;2008.0;Sports;Konami Digital Entertainment;0.02;0.53;0.19;0.25;0.98;TRUE;TRUE;133;1;0;Pro Evolution Soccer 2008 Xbox 360;2011-05-21T00:43:18Z
