Name,multiplayer_x,singleplayer_x,awarded,viewconut,likecount,commentcount,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
NCAA Football 07,1,1,1.0,47861.0,274.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.25,7.625,97,44,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9
SOCOM 3: U.S. Navy SEALs,1,1,0.0,94585.0,400.0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,8.8,59,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,8
Saints Row IV,1,1,0.0,735732.0,6450.0,3155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,6.8,113,508,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,8
Sid Meier's Civilization V,1,1,0.0,952467.0,3725.0,1312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.0,8.0,70,566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Star Wars Battlefront: Renegade Squadron,1,1,0.0,8918.0,104.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73.0,7.8,35,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
LEGO Batman 2: DC Super Heroes,1,1,0.0,1023744.0,4888.0,1372.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75,7.174999999999999,103,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,3,3,3,9
The Sims: Superstar,0,1,0.0,1513.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.0,7.6,20,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
Metroid Fusion,0,1,0.0,38617.0,565.0,94.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,9.0,44,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Shaun White Snowboarding: Road Trip,1,1,0.0,203379.0,248.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.0,8.7,28,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7
SSX 3,1,1,0.0,512698.0,4389.0,2829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0,8.25,109,95,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8
Big Beach Sports,1,1,0.0,395.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.0,7.9,17,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,7
Madden NFL 2001,1,1,0.0,98.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.33333333333333,6.7,52,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9
Fight Night Round 3,1,1,0.0,90671.0,550.0,103.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,8.319999999999999,190,66,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,9
NCAA Football 2004,1,1,0.0,595.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.33333333333331,7.8,44,65,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Dying Light,1,1,0.0,1852915.0,16665.0,1873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.33333333333333,7.966666666666666,124,903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,3,9
Heavenly Sword,0,1,0.0,175835.0,1006.0,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.1,64,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,3,7
NBA Ballers,1,1,0.0,220.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.5,8.05,79,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
NBA Live 2003,1,1,0.0,751.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.75,7.9,57,44,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Ms. Pac-Man,1,1,0.0,5215.0,118.0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65.0,7.2,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,7
Mario Party 6,1,1,0.0,837974.0,13290.0,825.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0,8.0,33,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
Go Vacation,1,1,0.0,77675.0,1513.0,221.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63.0,8.05,55,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,0,3,8
Dragon Quest IV: Chapters of the Chosen,0,1,0.0,43512.0,298.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0,8.1,44,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,7
Kirby & the Amazing Mirror,1,1,0.0,490.0,9.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.0,8.8,24,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,7
LEGO Pirates of the Caribbean: The Video Game,1,1,0.0,267301.0,1480.0,538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,7.220000000000001,137,45,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,3,0,3,9
Dig Dug,1,1,0.0,82539.0,621.0,99.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65.0,6.8,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Tiger Woods PGA Tour 2003,1,1,0.0,191.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.5,6.75,56,27,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,8
Prince of Persia: Warrior Within,0,1,0.0,293630.0,2099.0,826.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,8.3,166,164,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Kinectimals,0,1,0.0,168187.0,334.0,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0,3.5,50,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,7
Until Dawn,0,1,1.0,739739.0,6803.0,1731.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.3,105,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,3,8
Sonic Generations,1,1,0.0,579387.0,4005.0,3891.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.0,7.9,127,494,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,3,9
Tiger Woods PGA Tour 2004,1,1,0.0,18920.0,22.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.75,7.55,70,53,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
NCAA Football 2005,1,1,0.0,937.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.33333333333333,8.333333333333334,76,34,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Kirby Air Ride,1,1,0.0,81.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61.0,8.1,28,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,7
Pokemon Battle Revolution,1,1,0.0,64594.0,412.0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0,6.6,34,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,3,7
NFL Street 2,1,1,0.0,5045.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.33333333333333,7.666666666666667,101,19,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,8
Gears of War: Judgment,1,1,0.0,371953.0,4269.0,2790.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,5.7,81,291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,7
Super Mario Strikers,1,1,1.0,267479.0,8765.0,653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.0,8.6,39,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,7
Dance Dance Revolution: Hottest Party 2,1,1,0.0,1539.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69.0,6.8,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,3,7
Far Cry 2,1,1,1.0,2398960.0,11435.0,3880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,6.466666666666666,158,673,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Dragon Quest V: Hand of the Heavenly Bride,0,1,0.0,355197.0,1156.0,313.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,8.6,46,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,7
No Man's Sky,1,1,1.0,691827.0,6253.0,827.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.66666666666667,5.266666666666667,155,2262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,8
ESPN NBA 2K5,1,1,0.0,828.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.0,7.65,52,38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
Devil May Cry 4,0,1,0.0,540917.0,2610.0,879.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,8.466666666666667,145,193,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,3,8
SoulCalibur IV,1,1,1.0,112192.0,637.0,293.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,7.85,127,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,8
Wolfenstein: The New Order,1,1,1.0,1235747.0,9359.0,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.66666666666667,8.1,114,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,3,9
Guitar Hero: On Tour Decades,0,1,0.0,39570.0,224.0,73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72.0,6.8,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,7
MySims Kingdom,0,1,0.0,6768.0,184.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.0,7.35,28,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
Guitar Hero 5,1,1,0.0,543810.0,1936.0,1138.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.66666666666667,6.533333333333334,148,54,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,2,3,9
Kingdom Hearts 3D: Dream Drop Distance,1,1,0.0,337249.0,2808.0,811.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,8.3,54,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,3,7
Spyro 2: Season of Flame,0,1,0.0,898.0,6.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0,6.9,18,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,7
NCAA Football 2002,1,1,0.0,2234.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,8.4,18,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7
Conflict: Desert Storm,1,1,0.0,401.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.66666666666666,8.200000000000001,43,52,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8
Mario Party 7,1,1,0.0,837974.0,13290.0,825.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0,7.8,25,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
Pro Evolution Soccer 2013,1,1,0.0,221394.0,1315.0,864.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.33333333333333,7.1000000000000005,78,84,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,3,8
Smuggler's Run,1,1,0.0,94987.0,1684.0,192.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0,6.9,21,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,7
Twisted Metal,1,0,0.0,304218.0,3803.0,1895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,7.9,69,118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,8
Dark Souls III,1,1,1.0,2060066.0,25365.0,4658.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.33333333333333,8.766666666666666,146,1126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,3,3,9
Mafia II,0,1,0.0,2101249.0,8634.0,5936.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.33333333333333,8.033333333333333,186,614,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,9
Tom Clancy's Rainbow Six 3,1,1,0.0,43749.0,260.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74.66666666666667,7.800000000000001,98,38,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Star Wars: The Force Unleashed II,1,1,0.0,577404.0,2596.0,2282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,6.574999999999999,124,180,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,9
Ni no Kuni: Wrath of the White Witch,0,1,1.0,1119509.0,11166.0,3274.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.5,8.25,112,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,3,7
Mario Party 10,1,1,0.0,176950.0,1731.0,733.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0,6.4,66,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,3,8
Dead Rising 3,1,1,0.0,843663.0,7205.0,1605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,6.9,69,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,7
Resident Evil: The Umbrella Chronicles,1,1,0.0,427381.0,1355.0,693.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.0,7.5,47,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
Dark Cloud,0,1,0.0,4789.0,27.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0,8.0,27,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7
Warcraft III: The Frozen Throne,1,1,1.0,333510.0,2263.0,1707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.0,9.2,23,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,7
Tom Clancy's Ghost Recon Advanced Warfighter,1,1,0.0,31014.0,176.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.0,6.425000000000001,126,151,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
MVP Baseball 2005,1,1,1.0,18927.0,108.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86.66666666666667,7.933333333333334,56,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Fight Night Round 4,1,1,0.0,396805.0,1466.0,813.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,7.85,122,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,8
The Simpsons Game,0,1,0.0,138841.0,895.0,151.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.0,7.216666666666668,135,86,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,0,3,9
Mario Golf: Toadstool Tour,1,1,0.0,20034.0,204.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0,8.1,49,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
Donkey Kong Country: Tropical Freeze,1,1,0.0,463282.0,4446.0,610.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.5,8.75,156,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,2,3,9
Dead Space 2,1,1,0.0,887705.0,4528.0,3092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.66666666666667,8.5,189,540,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,3,9
Sonic Rivals 2,1,1,0.0,27090.0,172.0,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0,7.9,24,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7
The Simpsons Skateboarding,1,1,0.0,3420.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.0,4.0,21,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,7
Super Monkey Ball 2,1,1,0.0,122238.0,956.0,650.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.0,8.5,34,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,7
Pac-Man World 2,1,1,0.0,178039.0,1607.0,227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,7.866666666666667,44,33,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
Resistance 3,1,1,0.0,461544.0,3450.0,2505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0,7.8,91,176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,7
Tokyo Xtreme Racer Zero,1,1,0.0,521.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0,8.8,15,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,7
Red Faction II,1,1,0.0,64.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75.25,6.7250000000000005,72,54,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,7
Super Scribblenauts,0,1,0.0,155833.0,697.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.0,8.4,53,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,7
Sonic CD,0,1,0.0,783267.0,10340.0,2593.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0,7.949999999999999,32,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,3,7
Dead Rising 2,1,1,0.0,767820.0,2880.0,1644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,6.8,147,189,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,3,8
Banjo-Tooie,1,1,0.0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.5,8.55,34,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7
007: Quantum of Solace,1,1,0.0,285227.0,1298.0,489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,6.775,140,62,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,3,9
New Play Control! Mario Power Tennis,1,1,0.0,2694.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.0,7.7,34,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,3,7
Dirge of Cerberus: Final Fantasy VII,0,1,0.0,133142.0,604.0,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57.0,7.9,51,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
Major League Baseball 2K5,0,1,0.0,23989.0,123.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.5,7.8,44,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,8
Fight Night 2004,1,1,0.0,481.0,8.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,8.5,90,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
Tom Clancy's Splinter Cell: Pandora Tomorrow,1,1,0.0,36.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,7.9,28,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,8
Assassin's Creed III: Liberation,1,1,0.0,291875.0,2678.0,452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,7.1,71,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,3,7
Metal Gear Rising: Revengeance,0,1,0.0,703021.0,6263.0,2562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.66666666666667,8.033333333333333,134,453,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,8
The House of the Dead 2 & 3 Return,1,1,0.0,8610.0,39.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.0,7.6,36,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7
LittleBigPlanet PS Vita,1,1,1.0,74385.0,957.0,392.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,8.5,71,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,7
Xenogears,1,1,0.0,1571933.0,12883.0,1784.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.0,9.2,15,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,7
Tom Clancy's Ghost Recon: Future Soldier,1,1,0.0,73253.0,657.0,258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.33333333333333,6.466666666666666,106,295,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,3,8
Battlefield: Bad Company,1,1,0.0,334493.0,1813.0,1068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.5,7.9,120,186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,8
Midway Arcade Treasures,1,1,0.0,3511.0,19.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,7.833333333333333,55,14,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
